rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
77-176	NA	niður	missing-word	NA	texti060-2005.xml	vocabulary	omission
77-177	sömu	sama	agreement-concord	NA	texti060-2005.xml	grammar	agreement
77-178	,	NA	extra-comma	NA	texti060-2005.xml	orthography	punctuation
77-179	brotinn	niðurbrotinn	context	NA	texti060-2005.xml	vocabulary	lexical
77-180	trommusetti	trommusettinu	ind4def	NA	texti060-2005.xml	grammar	definitiveness
77-181	hjartaveikur svo	í ástarsorg , og	context	181-1	texti060-2005.xml	vocabulary	lexical
77-181	hjartaveikur svo	í ástarsorg , og	missing-comma	181-2	texti060-2005.xml	orthography	punctuation
77-181	hjartaveikur svo	í ástarsorg , og	conjunction	181-3	texti060-2005.xml	grammar	conjunction
77-182	hann	NA	extra-sub	NA	texti060-2005.xml	grammar	syntax
77-184	sam	sama	missing-letter	184-1	texti060-2005.xml	orthography	typo
77-184	sam	sama	nonword	184-1	texti060-2005.xml	orthography	nonword
77-185	Sölva	hans	noun4pro	NA	texti060-2005.xml	coherence	pro
77-186	koma	komast	act4mid	NA	texti060-2005.xml	grammar	voice
77-187	þunglyndi sínu	þunglyndinu	ind4def	187-1	texti060-2005.xml	grammar	definitiveness
77-187	þunglyndi sínu	þunglyndinu	extra-word	187-2	texti060-2005.xml	vocabulary	insertion
77-188	göllum	göllunum	ind4def	NA	texti060-2005.xml	grammar	definitiveness
77-189	NA	líka	missing-word	NA	texti060-2005.xml	vocabulary	omission
77-190	. Svo	og það er erfitt	extra-period	190-1	texti060-2005.xml	orthography	punctuation
77-190	. Svo	og það er erfitt	conjunction	190-2	texti060-2005.xml	grammar	conjunction
77-190	. Svo	og það er erfitt	missing-words	190-3	texti060-2005.xml	vocabulary	omission
77-191	allt	NA	extra-word	NA	texti060-2005.xml	vocabulary	insertion
77-192	lét hann verða	breytir honum	wording	192-1	texti060-2005.xml	style	wording
77-192b	að	í hinn	dep	192-1	texti060-2005.xml	other	miscellaneous
77-193	nú varð	í staðinn verður	wording	193-1	texti060-2005.xml	style	wording
77-193	nú varð	í staðinn verður	past4pres	193-2	texti060-2005.xml	grammar	tense
78-1	, við vorum	. Við erum	comma4period	1-1	texti055-2007.xml	orthography	punctuation
78-1	, við vorum	. Við erum	past4pres	1-2	texti055-2007.xml	grammar	tense
78-2	að koma	NA	extra-inf-part	2-1	texti055-2007.xml	grammar	syntax
78-2	að koma	NA	extra-word	2-2	texti055-2007.xml	vocabulary	insertion
78-3	að	af	að4af	NA	texti055-2007.xml	grammar	prep
78-4	NA	hellum	missing-obj	NA	texti055-2007.xml	grammar	syntax
78-5	10	tíu	number4word	NA	texti055-2007.xml	style	numbers
78-8	einn Risastór ” sagði einn	ein risastór ! “ segir	agreement-pred	8-1	texti055-2007.xml	grammar	agreement
78-8	einn Risastór ” sagði einn	ein risastór ! “ segir	upper4lower-noninitial	8-2	texti055-2007.xml	orthography	capitalization
78-8	einn Risastór ” sagði einn	ein risastór ! “ segir	missing-ex	8-3	texti055-2007.xml	orthography	punctuation
78-8	einn Risastór ” sagði einn	ein risastór ! “ segir	wrong-quot	8-4	texti055-2007.xml	orthography	punctuation
78-8	einn Risastór ” sagði einn	ein risastór ! “ segir	past4pres	8-5	texti055-2007.xml	grammar	tense
78-8	einn Risastór ” sagði einn	ein risastór ! “ segir	extra-word	8-6	texti055-2007.xml	vocabulary	insertion
78-9	greip	fangar	past4pres	9-1	texti055-2007.xml	grammar	tense
78-9	greip	fangar	wording	9-1	texti055-2007.xml	style	wording
78-10	, það var	. Það er	comma4period	10-1	texti055-2007.xml	orthography	punctuation
78-10	, það var	. Það er	past4pres	10-2	texti055-2007.xml	grammar	tense
78-10b	upp	uppi	dir4loc	NA	texti055-2007.xml	coherence	reference
78-11	skarðshlíð var	Skarðshlíð er	upper4lower-proper	11-1	texti055-2007.xml	orthography	capitalization
78-11	skarðshlíð var	Skarðshlíð er	past4pres	11-2	texti055-2007.xml	grammar	tense
78-12	gengum	göngum	past4pres	NA	texti055-2007.xml	grammar	tense
78-13	vorum	erum	past4pres	NA	texti055-2007.xml	grammar	tense
78-16	” kallaði	! “ kallar	missing-ex	16-1	texti055-2007.xml	orthography	punctuation
78-16	” kallaði	! “ kallar	wrong-quot	16-2	texti055-2007.xml	orthography	punctuation
78-16	” kallaði	! “ kallar	past4pres	16-3	texti055-2007.xml	grammar	tense
78-17	þagnaði	þagnar	past4pres	NA	texti055-2007.xml	grammar	tense
78-18	skammaði	skammar	past4pres	NA	texti055-2007.xml	grammar	tense
78-19	gæti	gætu	agreement	NA	texti055-2007.xml	grammar	agreement
78-20	inn	inni	dir4loc	NA	texti055-2007.xml	coherence	reference
78-23	”	“	wrong-quot	NA	texti055-2007.xml	orthography	punctuation
78-24	NA	þeir	missing-sub	NA	texti055-2007.xml	grammar	syntax
78-25	hátt öskur sem hefur skelfingu og skipun í tóninum	háu skelfingar-ogskipunaröskri	nominal-inflection	25-1	texti055-2007.xml	grammar	inflection
78-25	hátt öskur sem hefur skelfingu og skipun í tóninum	háu skelfingar-ogskipunaröskri	case-prep	25-1	texti055-2007.xml	grammar	case
78-25	hátt öskur sem hefur skelfingu og skipun í tóninum	háu skelfingar-ogskipunaröskri	wording	25-2	texti055-2007.xml	style	wording
78-26	koma	kemur	agreement	NA	texti055-2007.xml	grammar	agreement
78-27	ú	úr	missing-letter	NA	texti055-2007.xml	orthography	typo
78-28	NA	.	missing-period	NA	texti055-2007.xml	orthography	punctuation
79-1	hólm það	Hólm	lower4upper-proper	1-1	texti054-2007.xml	orthography	capitalization
79-1	hólm það	Hólm	extra-word	1-2	texti054-2007.xml	vocabulary	insertion
79-2	,	NA	extra-comma	NA	texti054-2007.xml	orthography	punctuation
79-3	ný búnar	nýbúnar	split-compound	NA	texti054-2007.xml	orthography	spacing
79-4	NA	„	missing-quots	4-1	texti054-2007.xml	orthography	punctuation
79-4b	NA	,	missing-comma	NA	texti054-2007.xml	orthography	punctuation
79-5	NA	“	dep	4-1	texti054-2007.xml	other	miscellaneous
79-6	NA	„	missing-quots	6-1	texti054-2007.xml	orthography	punctuation
79-6b	NA	,	missing-comma	NA	texti054-2007.xml	orthography	punctuation
79-7	NA	. “	missing-period	7-1	texti054-2007.xml	orthography	punctuation
79-7	NA	. “	dep	6-1	texti054-2007.xml	other	miscellaneous
79-7b	NA	„	missing-quots	7b-1	texti054-2007.xml	orthography	punctuation
79-8	NA	“	dep	7b-1	texti054-2007.xml	other	miscellaneous
79-9	það	„ Það	missing-quots	9-1	texti054-2007.xml	orthography	punctuation
79-9	það	„ Það	lower4upper-initial	9-2	texti054-2007.xml	orthography	capitalization
79-10	Venner forever	Venner forever , “	nonit4it	10-1	texti054-2007.xml	style	style
79-10	Venner forever	Venner forever , “	missing-comma	10-2	texti054-2007.xml	orthography	punctuation
79-10	Venner forever	Venner forever , “	dep	9-1	texti054-2007.xml	other	miscellaneous
79-11	Okei	. „ Ókei	missing-period	11-1	texti054-2007.xml	orthography	punctuation
79-11	Okei	. „ Ókei	missing-quots	11-2	texti054-2007.xml	orthography	punctuation
79-11	Okei	. „ Ókei	missing-accent	11-3	texti054-2007.xml	orthography	typo
79-11	Okei	. „ Ókei	nonword	11-3	texti054-2007.xml	orthography	nonword
79-12	að	það	missing-letter	NA	texti054-2007.xml	orthography	typo
79-13	Dönsku	dönsku	upper4lower-common	NA	texti054-2007.xml	orthography	capitalization
79-14	NA	“	dep	11-2	texti054-2007.xml	other	miscellaneous
79-15	Ja	„ Já , “	missing-quots	15-1	texti054-2007.xml	orthography	punctuation
79-15	Ja	„ Já , “	missing-accent	15-2	texti054-2007.xml	orthography	typo
79-15	Ja	„ Já , “	missing-comma	15-3	texti054-2007.xml	orthography	punctuation
79-16	NA	.	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-16b	NA	„	missing-quots	16b-1	texti054-2007.xml	orthography	punctuation
79-17	okei ,	, ókei .	missing-comma	17-1	texti054-2007.xml	orthography	punctuation
79-17	okei ,	, ókei .	missing-accent	17-2	texti054-2007.xml	orthography	typo
79-17	okei ,	, ókei .	nonword	17-2	texti054-2007.xml	orthography	nonword
79-17	okei ,	, ókei .	comma4period	17-3	texti054-2007.xml	orthography	punctuation
79-19	hvaðan	? Hvaðan	missing-qm	NA	texti054-2007.xml	orthography	punctuation
79-20	NA	“	dep	16b-1	texti054-2007.xml	other	miscellaneous
79-21	NA	„	missing-quots	21-1	texti054-2007.xml	orthography	punctuation
79-22	ný búnar	nýbúnar	split-compound	NA	texti054-2007.xml	orthography	spacing
79-23	dönsku tíma	dönskutíma	split-compound	NA	texti054-2007.xml	orthography	spacing
79-24	kristínu	Kristínu	lower4upper-proper	NA	texti054-2007.xml	orthography	capitalization
79-25	NA	, “	missing-comma	25-1	texti054-2007.xml	orthography	punctuation
79-25	NA	, “	dep	21-1	texti054-2007.xml	other	miscellaneous
79-26	NA	.	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-26b	NA	„	missing-quots	26b-1	texti054-2007.xml	orthography	punctuation
79-27	,	!	comma4ex	NA	texti054-2007.xml	orthography	punctuation
79-28	NA	“	dep	26b-1	texti054-2007.xml	other	miscellaneous
79-29	við	„ Við	missing-quots	29-1	texti054-2007.xml	orthography	punctuation
79-29	við	„ Við	lower4upper-initial	29-2	texti054-2007.xml	orthography	capitalization
79-30	NA	,	missing-comma	NA	texti054-2007.xml	orthography	punctuation
79-31	NA	“	dep	29-1	texti054-2007.xml	other	miscellaneous
79-32	NA	.	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-32b	NA	„	missing-quots	32b-1	texti054-2007.xml	orthography	punctuation
79-33	ykkur	okkur ,	wording	33-1	texti054-2007.xml	style	wording
79-33	ykkur	okkur ,	missing-comma	33-2	texti054-2007.xml	orthography	punctuation
79-34	. Bætir	, “ bætir	period4comma	34-1	texti054-2007.xml	orthography	punctuation
79-34	. Bætir	, “ bætir	dep	32b-1	texti054-2007.xml	other	miscellaneous
79-35	NA	„	missing-quots	35-1	texti054-2007.xml	orthography	punctuation
79-36	NA	.	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-37	hvað	. Hvað	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-38	NA	“	dep	35-1	texti054-2007.xml	other	miscellaneous
79-39	NA	„	missing-quots	39-1	texti054-2007.xml	orthography	punctuation
79-39b	það	NA	extra-word	NA	texti054-2007.xml	vocabulary	insertion
79-40	af	að	af4að	NA	texti054-2007.xml	grammar	prep
79-41	ég	. Ég	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-42	NA	, “	missing-comma	NA	texti054-2007.xml	orthography	punctuation
79-42	NA	, “	dep	39-1	texti054-2007.xml	other	miscellaneous
79-43	NA	„	missing-quots	43-1	texti054-2007.xml	orthography	punctuation
79-44	5	fimm	number4word	NA	texti054-2007.xml	style	numbers
79-45	talið með mömmu	, ef mamma	missing-comma	45-1	texti054-2007.xml	orthography	punctuation
79-45	talið með mömmu	, ef mamma	missing-conjunction	45-2	texti054-2007.xml	orthography	punctuation
79-45	talið með mömmu	, ef mamma	wording	45-3	texti054-2007.xml	style	wording
79-46	pabba	pabbi eru meðtalin . “	dep	45-3	texti054-2007.xml	other	miscellaneous
79-46	pabba	pabbi eru meðtalin . “	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-46	pabba	pabbi eru meðtalin . “	dep	43-1	texti054-2007.xml	other	miscellaneous
79-46b	okei	„ Ókei ,	missing-quots	46b-1	texti054-2007.xml	orthography	punctuation
79-46b	okei	„ Ókei ,	missing-accent	46b-2	texti054-2007.xml	orthography	typo
79-46b	okei	„ Ókei ,	nonword	46b-2	texti054-2007.xml	orthography	nonword
79-46b	okei	„ Ókei ,	lower4upper-initial	46b-2	texti054-2007.xml	orthography	capitalization
79-46b	okei	„ Ókei ,	missing-comma	46b-3	texti054-2007.xml	orthography	punctuation
79-47	þetta	. Þetta	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-48	hvað	. Hvað	missing-period	NA	texti054-2007.xml	orthography	punctuation
79-49	að lagið	það	extra-conjunction	49-1	texti054-2007.xml	orthography	punctuation
79-49	að lagið	það	noun4pro	49-2	texti054-2007.xml	coherence	pro
79-50	NA	“	dep	46b-1	texti054-2007.xml	other	miscellaneous
79-51	NA	„	missing-quots	51-1	texti054-2007.xml	orthography	punctuation
79-52	er ca 5	eru um það bil fimm	agreement	52-1	texti054-2007.xml	grammar	agreement
79-52	er ca 5	eru um það bil fimm	fw4ice	52-2	texti054-2007.xml	style	style
79-52	er ca 5	eru um það bil fimm	number4word	52-3	texti054-2007.xml	style	numbers
79-53	NA	, “	missing-comma	NA	texti054-2007.xml	orthography	punctuation
79-53	NA	, “	dep	51-1	texti054-2007.xml	other	miscellaneous
79-54	Jújú	. „ Jú , jú ,	missing-period	54-1	texti054-2007.xml	orthography	punctuation
79-54	Jújú	. „ Jú , jú ,	missing-quots	54-2	texti054-2007.xml	orthography	punctuation
79-54	Jújú	. „ Jú , jú ,	merged-words	54-3	texti054-2007.xml	orthography	spacing
79-54	Jújú	. „ Jú , jú ,	nonword	54-3	texti054-2007.xml	orthography	nonword
79-54	Jújú	. „ Jú , jú ,	missing-comma	54-4	texti054-2007.xml	orthography	punctuation
79-54	Jújú	. „ Jú , jú ,	missing-comma	54-5	texti054-2007.xml	orthography	punctuation
79-55	, takk	. Takk	comma4period	NA	texti054-2007.xml	orthography	punctuation
79-56	NA	,	missing-comma	NA	texti054-2007.xml	orthography	punctuation
79-57	NA	“	dep	54-2	texti054-2007.xml	other	miscellaneous
79-58	já	„ Já ,	missing-quots	58-1	texti054-2007.xml	orthography	punctuation
79-58	já	„ Já ,	lower4upper-initial	58-2	texti054-2007.xml	orthography	capitalization
79-58	já	„ Já ,	missing-comma	58-3	texti054-2007.xml	orthography	punctuation
79-58b	, takk	. Takk	comma4period	NA	texti054-2007.xml	orthography	punctuation
79-59	: )	. “	colon4period	59-1	texti054-2007.xml	orthography	punctuation
79-59	: )	. “	extra-bracket	59-2	texti054-2007.xml	orthography	punctuation
79-59	: )	. “	dep	58-1	texti054-2007.xml	other	miscellaneous
80-1	árbænum	Árbænum	lower4upper-proper	NA	texti023-2006.xml	orthography	capitalization
80-2	árbæjarskóla	Árbæjarskóla	lower4upper-proper	NA	texti023-2006.xml	orthography	capitalization
80-3	er nýlega Búinn að koma	kom	cont4simple	3-1	texti023-2006.xml	grammar	aspect
80-4	NA	nýlega	dep	3-1	texti023-2006.xml	other	miscellaneous
80-5	pínu	NA	extra-word	NA	texti023-2006.xml	vocabulary	insertion
80-6	með	hjá	wrong-prep	NA	texti023-2006.xml	grammar	prep
80-7	Hann	Joel	pro4noun	NA	texti023-2006.xml	coherence	pro
80-8	,,	: „	missing-colon	8-1	texti023-2006.xml	orthography	punctuation
80-8	,,	: „	wrong-quots	8-2	texti023-2006.xml	orthography	punctuation
80-9	,,	. “	dep	8-2	texti023-2006.xml	other	miscellaneous
80-10	er ekkert að stressa sig yfir	hefur litlar áhyggjur af	cont4simple	10-1	texti023-2006.xml	grammar	aspect
80-10	er ekkert að stressa sig yfir	hefur litlar áhyggjur af	wording	10-2	texti023-2006.xml	style	wording
80-11	er með	þekkir	wording	NA	texti023-2006.xml	style	wording
80-12	sagt að pulla upp	reitt sig á	fw4ice	NA	texti023-2006.xml	style	style
80-13	þarf	þarfnast	verb-inflection	NA	texti023-2006.xml	grammar	inflection
80-14	NA	á	missing-prep	NA	texti023-2006.xml	grammar	prep
80-15	getur fukkað honum	geti séð um Joel	ind4sub	15-1	texti023-2006.xml	grammar	mood
80-15	getur fukkað honum	geti séð um Joel	fw4ice	15-2	texti023-2006.xml	style	style
80-15	getur fukkað honum	geti séð um Joel	pro4noun	15-3	texti023-2006.xml	coherence	pro
80-16	upp	NA	dep	15-2	texti023-2006.xml	other	miscellaneous
80-17	(	NA	extra-brackets	17-1	texti023-2006.xml	orthography	punctuation
80-18	)	ákveður	dep	17-1	texti023-2006.xml	other	miscellaneous
80-19	ákveður	NA	dep	17-1	texti023-2006.xml	other	miscellaneous
80-20	lyft . Í bónus	Lyft og	lower4upper-proper	20-1	texti023-2006.xml	orthography	capitalization
80-20	lyft . Í bónus	Lyft og	period4conjunction	20-2	texti023-2006.xml	orthography	punctuation
80-20	lyft . Í bónus	Lyft og	wording	20-3	texti023-2006.xml	style	wording
80-21	hann	þar	dep	20-3	texti023-2006.xml	other	miscellaneous
80-21	hann	þar	extra-sub	21-1	texti023-2006.xml	grammar	syntax
80-22	þeir	. Þeir	missing-period	NA	texti023-2006.xml	orthography	punctuation
80-23	draslið	Joel	wording	NA	texti023-2006.xml	style	wording
80-24	koma fyrir aftann	mæta aftan við	wording	24-1	texti023-2006.xml	style	wording
80-24	koma fyrir aftann	mæta aftan við	nn4n	24-2	texti023-2006.xml	orthography	spelling
80-25	kl08:04	kl.08:04	missing-period	25-1	texti023-2006.xml	orthography	punctuation
80-25	kl08:04	kl.08:04	abbreviation-period	25-1	texti023-2006.xml	orthography	punctuation
80-26	segir ,, ekkert	svarar : „ Ekkert	wording	26-1	texti023-2006.xml	style	wording
80-26	segir ,, ekkert	svarar : „ Ekkert	missing-colon	26-2	texti023-2006.xml	orthography	punctuation
80-26	segir ,, ekkert	svarar : „ Ekkert	wrong-quots	26-3	texti023-2006.xml	orthography	punctuation
80-26	segir ,, ekkert	svarar : „ Ekkert	lower4upper-initial	26-4	texti023-2006.xml	orthography	capitalization
80-27	,,	. “	missing-period	27-1	texti023-2006.xml	orthography	punctuation
80-27	,,	. “	dep	26-3	texti023-2006.xml	other	miscellaneous
80-28	gera	búa	wording	28-1	texti023-2006.xml	style	wording
80-29	tilbúinn í 1 v 1	undir einvígið	dep	28-1	texti023-2006.xml	other	miscellaneous
80-29	tilbúinn í 1 v 1	undir einvígið	adjective-inflection	29-1	texti023-2006.xml	grammar	inflection
80-29	tilbúinn í 1 v 1	undir einvígið	fw4ice	29-2	texti023-2006.xml	style	style
80-30	Planið	Áætlunin	wording	NA	texti023-2006.xml	style	wording
80-31	sleika	sleikja	missing-letter	31-1	texti023-2006.xml	orthography	typo
80-31	sleika	sleikja	nonword	31-1	texti023-2006.xml	orthography	nonword
80-32	sparkar	myndi	verb-inflection	32-1	texti023-2006.xml	grammar	inflection
80-33	NA	sparka	dep	32-1	texti023-2006.xml	other	miscellaneous
80-34	smettið	andlitið	wording	NA	texti023-2006.xml	style	wording
80-35	kennir	kenna	dep	32-1	texti023-2006.xml	other	miscellaneous
80-36	hjálpa	hjálpi	ind4sub	NA	texti023-2006.xml	grammar	mood
80-37	Kl	Klukkan	missing-period	37-1	texti023-2006.xml	orthography	punctuation
80-37	Kl	Klukkan	abbreviation-period	37-1	texti023-2006.xml	orthography	punctuation
80-37	Kl	Klukkan	abbreviation4words	37-1	texti023-2006.xml	style	style
80-38	NA	.	missing-period	NA	texti023-2006.xml	orthography	punctuation
80-39	ready	tilbúinn	fw4ice	NA	texti023-2006.xml	style	style
80-40	endar þetta ekki eins og þú planar	fara hlutirnir ekki samkvæmt áætlun .	wording	40-1	texti023-2006.xml	style	wording
80-40	endar þetta ekki eins og þú planar	fara hlutirnir ekki samkvæmt áætlun .	missing-period	40-2	texti023-2006.xml	orthography	punctuation
80-41	breiðholtinu mætt á staðinn	Breiðholtinu með sér	lower4upper-proper	41-1	texti023-2006.xml	orthography	capitalization
80-41	breiðholtinu mætt á staðinn	Breiðholtinu með sér	wording	41-2	texti023-2006.xml	style	wording
80-42	meðann	meðan	nn4n	42-1	texti023-2006.xml	orthography	spelling
80-42	meðann	meðan	nonword	42-1	texti023-2006.xml	orthography	nonword
80-43	2	tveir	number4word	NA	texti023-2006.xml	style	numbers
80-44	á	NA	extra-prep	NA	texti023-2006.xml	grammar	prep
80-45	að vera lagðir inn	NA	extra-words	NA	texti023-2006.xml	vocabulary	insertion
80-46	datt	er settur	wording	NA	texti023-2006.xml	style	wording
80-47	lést 4	læst fjórum	past4pres	47-1	texti023-2006.xml	grammar	tense
80-47	lést 4	læst fjórum	number4word	47-2	texti023-2006.xml	style	numbers
80-48	NA	en	missing-conjunction	NA	texti023-2006.xml	orthography	punctuation
80-49	mytti	mitti	y4i	49-1	texti023-2006.xml	orthography	spelling
80-49	mytti	mitti	nonword	49-1	texti023-2006.xml	orthography	nonword
80-50	var	er	past4pres	NA	texti023-2006.xml	grammar	tense
80-51	4	fjögurra	number4word	NA	texti023-2006.xml	style	numbers
80-51b	NA	ára	missing-word	NA	texti023-2006.xml	vocabulary	omission
80-53	9	níu	number4word	NA	texti023-2006.xml	style	numbers
80-54	NA	.	missing-period	NA	texti023-2006.xml	orthography	punctuation
80-55	NA	að	missing-inf-part	NA	texti023-2006.xml	grammar	syntax
80-56	OFBELDI LEYSIR ENGANN VANDA	er að ofbeldi leysir engan vanda .	missing-fin-verb	56-1	texti023-2006.xml	grammar	syntax
80-56	OFBELDI LEYSIR ENGANN VANDA	er að ofbeldi leysir engan vanda .	missing-conjunction	56-2	texti023-2006.xml	orthography	punctuation
80-56	OFBELDI LEYSIR ENGANN VANDA	er að ofbeldi leysir engan vanda .	caps4low	56-3	texti023-2006.xml	orthography	capitalization
80-56	OFBELDI LEYSIR ENGANN VANDA	er að ofbeldi leysir engan vanda .	nn4n	56-4	texti023-2006.xml	orthography	spelling
80-56	OFBELDI LEYSIR ENGANN VANDA	er að ofbeldi leysir engan vanda .	nonword	56-4	texti023-2006.xml	orthography	nonword
81-1	væri	var	sub4ind	NA	texti022-2006.xml	grammar	mood
81-2	labbar inn í	gengur út á	wording	2-1	texti022-2006.xml	style	wording
81-2	labbar inn í	gengur út á	wrong-prep	2-2	texti022-2006.xml	grammar	prep
81-3	í	á	wrong-prep	NA	texti022-2006.xml	grammar	prep
81-4	labbar	gengur	wording	NA	texti022-2006.xml	style	wording
81-5	undrandi svipinn	undrunarsvip	wording	NA	texti022-2006.xml	style	wording
81-6	sem eru	NA	extra-words	NA	texti022-2006.xml	vocabulary	insertion
81-7	honum	hann	pro-inflection	7-1	texti022-2006.xml	grammar	inflection
81-7	honum	hann	case-prep	7-1	texti022-2006.xml	grammar	case
81-8	í	á	wrong-prep	NA	texti022-2006.xml	grammar	prep
81-9	. Dauðalogn	, bara dauðalogn	period4comma	9-1	texti022-2006.xml	orthography	punctuation
81-9	. Dauðalogn	, bara dauðalogn	missing-word	9-2	texti022-2006.xml	vocabulary	omission
81-10	ískalt	nístingskuldi	wording	NA	texti022-2006.xml	style	wording
81-11	náði að labba	gekk	wording	NA	texti022-2006.xml	style	wording
81-12	,	NA	extra-comma	NA	texti022-2006.xml	orthography	punctuation
81-13	hann komst	malbikinu	extra-sub	13-1	texti022-2006.xml	grammar	syntax
81-13	hann komst	malbikinu	extra-fin-verb	13-2	texti022-2006.xml	grammar	syntax
81-13	hann komst	malbikinu	missing-obj	13-3	texti022-2006.xml	grammar	syntax
81-14	, þetta var eitthvernskonar	heldur einhvers konar	comma4conjunction	14-1	texti022-2006.xml	orthography	punctuation
81-14	, þetta var eitthvernskonar	heldur einhvers konar	extra-word	14-2	texti022-2006.xml	vocabulary	insertion
81-14	, þetta var eitthvernskonar	heldur einhvers konar	extra-sub	14-3	texti022-2006.xml	grammar	syntax
81-14	, þetta var eitthvernskonar	heldur einhvers konar	merged-words	14-4	texti022-2006.xml	orthography	spacing
81-14	, þetta var eitthvernskonar	heldur einhvers konar	pro-inflection	14-4	texti022-2006.xml	grammar	inflection
81-14	, þetta var eitthvernskonar	heldur einhvers konar	nonword	14-4	texti022-2006.xml	orthography	nonword
81-15	fattaði að þetta væri lendingarpallur ,	áttaði sig á því	wording	15-1	texti022-2006.xml	style	wording
81-15	fattaði að þetta væri lendingarpallur ,	áttaði sig á því	extra-words	15-2	texti022-2006.xml	vocabulary	insertion
81-15	fattaði að þetta væri lendingarpallur ,	áttaði sig á því	extra-comma	15-3	texti022-2006.xml	orthography	punctuation
81-16	að	NA	extra-word	NA	texti022-2006.xml	vocabulary	insertion
81-17	uppi	fyrir ofan	wording	NA	texti022-2006.xml	style	wording
81-18	NA	,	missing-comma	NA	texti022-2006.xml	orthography	punctuation
81-19	NA	hann fékk	missing-sub	19-1	texti022-2006.xml	grammar	syntax
81-19	NA	hann fékk	missing-fin-verb	19-2	texti022-2006.xml	grammar	syntax
81-20	opnast	opnaðist	pres4past	NA	texti022-2006.xml	grammar	tense
81-21	fyrir neðan	undir	wrong-prep	NA	texti022-2006.xml	grammar	prep
81-22	hann veit ekki hvað	honum var ógerlegt að telja hve	wording	22-1	texti022-2006.xml	style	wording
81-22	hann veit ekki hvað	honum var ógerlegt að telja hve	pres4past	22-1	texti022-2006.xml	grammar	tense
81-23	hann	Hann	lower4upper-initial	NA	texti022-2006.xml	orthography	capitalization
81-24	uppi	opnum	wording	NA	texti022-2006.xml	style	wording
81-24b	ég	hann	pro-inflection	NA	texti022-2006.xml	grammar	inflection
82-1	ég	NA	extra-sub	NA	texti017-2006.xml	grammar	syntax
82-2	Sjúkrabíllin	Sjúkrabíllinn	n4nn	2-1	texti017-2006.xml	orthography	spelling
82-2	Sjúkrabíllin	Sjúkrabíllinn	nonword	2-1	texti017-2006.xml	orthography	nonword
82-3	börur	börum	nominal-inflection	3-1	texti017-2006.xml	grammar	inflection
82-3	börur	börum	case-prep	3-1	texti017-2006.xml	grammar	case
82-3b	búin	búinn	agreement-pred	NA	texti017-2006.xml	grammar	agreement
82-4	bara reyna að	og	missing-conjunction	4-1	texti017-2006.xml	orthography	punctuation
82-4	bara reyna að	og	extra-words	4-1	texti017-2006.xml	vocabulary	insertion
82-4b	til baka	NA	extra-words	NA	texti017-2006.xml	vocabulary	insertion
82-5	NA	,	missing-comma	NA	texti017-2006.xml	orthography	punctuation
82-6	er	var	pres4past	NA	texti017-2006.xml	grammar	tense
82-8	Vetur	Veturinn	ind4def	NA	texti017-2006.xml	grammar	definitiveness
82-9	NA	á	missing-prep	NA	texti017-2006.xml	grammar	prep
82-10	labba	ganga	wording	NA	texti017-2006.xml	style	wording
82-11	að reyna	í leit	wording	11-1	texti017-2006.xml	style	wording
82-12	finna Nike föt	Nike-fötum	dep	11-1	texti017-2006.xml	other	miscellaneous
82-12	finna Nike föt	Nike-fötum	missing-hyphen	12-1	texti017-2006.xml	orthography	spacing
82-13	síðan	NA	extra-word	NA	texti017-2006.xml	vocabulary	insertion
82-14	ég	NA	extra-sub	NA	texti017-2006.xml	grammar	syntax
82-15	NA	að	missing-word	NA	texti017-2006.xml	vocabulary	omission
82-16	þurfti	varð	wording	NA	texti017-2006.xml	style	wording
82-17	Föstudagurinn 2019	Þann föstudag	missing-word	17-1	texti017-2006.xml	vocabulary	omission
82-17	Föstudagurinn 2019	Þann föstudag	wording	17-1	texti017-2006.xml	style	wording
82-18	við	. Við	missing-period	NA	texti017-2006.xml	orthography	punctuation
82-19	NA	á því	missing-words	NA	texti017-2006.xml	vocabulary	omission
82-20	að	í	wrong-prep	NA	texti017-2006.xml	grammar	prep
82-21	og síðan	. Síðan	conjunction4period	NA	texti017-2006.xml	orthography	punctuation
82-21b	mosa	Mosa	lower4upper-proper	NA	texti017-2006.xml	orthography	capitalization
82-22	við vorum	upp	wording	NA	texti017-2006.xml	style	wording
82-23	reykjaheiði	Reykjaheiði	lower4upper-proper	NA	texti017-2006.xml	orthography	capitalization
82-24	einskía	einskíða	missing-letter	24-1	texti017-2006.xml	orthography	typo
82-24	einskía	einskíða	nonword	24-1	texti017-2006.xml	orthography	nonword
82-25	bara	NA	extra-word	NA	texti017-2006.xml	vocabulary	insertion
82-26	við	Við	lower4upper-initial	NA	texti017-2006.xml	orthography	capitalization
82-27	að	af	að4af	NA	texti017-2006.xml	grammar	prep
