rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
16-84	Síðan var sett tengt spennirbreytir	Tengja spennubreyti	extra-word	84-1	texti025.xml	vocabulary	insertion
16-84	Síðan var sett tengt spennirbreytir	Tengja spennubreyti	extra-fin-verb	84-2	texti025.xml	grammar	syntax
16-84	Síðan var sett tengt spennirbreytir	Tengja spennubreyti	verb-inflection	84-3	texti025.xml	grammar	inflection
16-84	Síðan var sett tengt spennirbreytir	Tengja spennubreyti	nonword	84-4	texti025.xml	orthography	nonword
16-84	Síðan var sett tengt spennirbreytir	Tengja spennubreyti	new-passive	84-5	texti025.xml	grammar	syntax
16-85	5V	5V	extra-space	NA	texti025.xml	orthography	spacing
16-86	3A	3A	extra-space	NA	texti025.xml	orthography	spacing
16-87	micro USB	Micro-USB	lower4upper-proper	87-1	texti025.xml	orthography	capitalization
16-87	micro USB	Micro-USB	foreign-error	87-1	texti025.xml	orthography	foreign
16-87	micro USB	Micro-USB	missing-hyphen	87-2	texti025.xml	orthography	spacing
16-88	Það var sótt	Sækja „	new-passive	88-1	texti025.xml	grammar	syntax
16-88	Það var sótt	Sækja „	wording	88-2	texti025.xml	style	wording
16-88	Það var sótt	Sækja „	missing-quots	88-3	texti025.xml	orthography	punctuation
16-89	NA	“	dep	88-3	texti025.xml	other	miscellaneous
16-90	NA	„	missing-quots	90-1	texti025.xml	orthography	punctuation
16-91	NA	“	dep	90-1	texti025.xml	other	miscellaneous
16-92	Hér ,	hér .	upper4lower-common	92-1	texti025.xml	orthography	capitalization
16-92	Hér ,	hér .	comma4period	92-2	texti025.xml	orthography	punctuation
16-93	var	NA	extra-fin-verb	NA	texti025.xml	grammar	syntax
16-94	tækjastjórunni	tækjastjórn	nonword	94-1	texti025.xml	orthography	nonword
16-94	tækjastjórunni	tækjastjórn	def4ind	94-1	texti025.xml	grammar	definitiveness
16-95	sé	NA	agreement	95-1	texti025.xml	grammar	agreement
16-95	sé	NA	syntax-other	95-1	texti025.xml	grammar	syntax
16-96	driver	reklar séu til staðar	fw4ice	96-1	texti025.xml	style	style
16-96	driver	reklar séu til staðar	dep	95-1	texti025.xml	other	miscellaneous
16-96	driver	reklar séu til staðar	missing-prep	96-2	texti025.xml	grammar	prep
16-96	driver	reklar séu til staðar	missing-word	96-3	texti025.xml	vocabulary	omission
16-97	port	tengi stillt	fw4ice	97-1	texti025.xml	style	style
16-97	port	tengi stillt	missing-word	97-2	texti025.xml	vocabulary	omission
16-98	NA	á	missing-prep	NA	texti025.xml	grammar	prep
16-99	Það var athugað	Athuga	wording	NA	texti025.xml	style	wording
16-100	jumperinn er	spöngin sé	fw4ice	100-1	texti025.xml	style	style
16-100	jumperinn er	spöngin sé	ind4sub-conj	100-2	texti025.xml	grammar	mood
16-101	NA	á	missing-prep	NA	texti025.xml	grammar	prep
16-102	var flash boosteinn	fastbúnaðinum er hlaðið inn	syntax-other	102-1	texti025.xml	grammar	syntax
16-102	var flash boosteinn	fastbúnaðinum er hlaðið inn	past4pres	102-2	texti025.xml	grammar	tense
16-102	var flash boosteinn	fastbúnaðinum er hlaðið inn	fw4ice	102-3	texti025.xml	style	style
16-102	var flash boosteinn	fastbúnaðinum er hlaðið inn	missing-words	102-4	texti025.xml	vocabulary	omission
16-103	Jumper	Spöng	fw4ice	NA	texti025.xml	style	style
16-104	Opnað var uniFlash og farið var	Opna UniFlash , fara	wording	104-1	texti025.xml	style	wording
16-104	Opnað var uniFlash og farið var	Opna UniFlash , fara	lower4upper-proper	104-2	texti025.xml	orthography	capitalization
16-104	Opnað var uniFlash og farið var	Opna UniFlash , fara	foreign-error	104-2	texti025.xml	orthography	foreign
16-104	Opnað var uniFlash og farið var	Opna UniFlash , fara	conjunction4comma	104-3	texti025.xml	orthography	punctuation
16-104	Opnað var uniFlash og farið var	Opna UniFlash , fara	wording	104-4	texti025.xml	style	wording
16-105	settings	stillingar	fw4ice	NA	texti025.xml	style	style
16-106	portinu	tenginu	fw4ice	NA	texti025.xml	style	style
16-107	11	11.	missing-period	NA	texti025.xml	orthography	punctuation
16-108	Síðan var farið	Fara	extra-word	108-1	texti025.xml	vocabulary	insertion
16-108	Síðan var farið	Fara	wording	108-2	texti025.xml	style	wording
16-109	program skrá	forritaskrá	split-compound	109-1	texti025.xml	orthography	spacing
16-109	program skrá	forritaskrá	fw4ice	109-1	texti025.xml	style	style
16-110	NA	„	missing-quots	110-1	texti025.xml	orthography	punctuation
16-111	NA	“	dep	110-1	texti025.xml	other	miscellaneous
16-112	Hér skráinn	Skráin	extra-word	112-1	texti025.xml	vocabulary	insertion
16-112	Hér skráinn	Skráin	nn4n	112-2	texti025.xml	orthography	spelling
16-112	Hér skráinn	Skráin	nonword	112-2	texti025.xml	orthography	nonword
16-113	valinn	valin	agreement-pred	NA	texti025.xml	grammar	agreement
16-114	Ýtt var	Ýta	wording	NA	texti025.xml	style	wording
16-115	load image 10.  Síðan var tekið jumperin	load image . 10. Taka spöng	nonit4it	115-1	texti025.xml	style	style
16-115	load image 10.  Síðan var tekið jumperin	load image . 10. Taka spöng	missing-period	115-2	texti025.xml	orthography	punctuation
16-115	load image 10.  Síðan var tekið jumperin	load image . 10. Taka spöng	extra-symbol	115-3	texti025.xml	style	other
16-115	load image 10.  Síðan var tekið jumperin	load image . 10. Taka spöng	extra-word	115-4	texti025.xml	vocabulary	insertion
16-115	load image 10.  Síðan var tekið jumperin	load image . 10. Taka spöng	new-passive	115-5	texti025.xml	grammar	syntax
16-115	load image 10.  Síðan var tekið jumperin	load image . 10. Taka spöng	fw4ice	115-6	texti025.xml	style	style
16-116	á	NA	extra-prep	NA	texti025.xml	grammar	prep
16-117	var búinn flash mmwavebooster	fastbúnaður er innhlaðinn	syntax-other	117-1	texti025.xml	grammar	syntax
16-117	var búinn flash mmwavebooster	fastbúnaður er innhlaðinn	fw4ice	117-2	texti025.xml	style	style
16-117	var búinn flash mmwavebooster	fastbúnaður er innhlaðinn	wording	117-3	texti025.xml	style	wording
16-118	þegar	Þegar	lower4upper-initial	NA	texti025.xml	orthography	capitalization
16-118b	allat	allt	extra-letter	118b-1	texti025.xml	orthography	typo
16-118b	allat	allt	nonword	118b-1	texti025.xml	orthography	nonword
16-118c	þá	NA	extra-word	NA	texti025.xml	vocabulary	insertion
16-118d	NA	„	missing-quots	118d-1	texti025.xml	orthography	punctuation
16-119	NA	“	dep	118d-1	texti025.xml	other	miscellaneous
16-120	NA	„	missing-quots	120-1	texti025.xml	orthography	punctuation
16-121	möppuni	“ - möppunni	dep	120-1	texti025.xml	other	miscellaneous
16-121	möppuni	“ - möppunni	missing-hyphen	121-1	texti025.xml	orthography	spacing
16-121	möppuni	“ - möppunni	n4nn	121-2	texti025.xml	orthography	spelling
16-121	möppuni	“ - möppunni	nonword	121-2	texti025.xml	orthography	nonword
16-122	NA	„	missing-quots	122-1	texti025.xml	orthography	punctuation
16-123	NA	“	dep	122-1	texti025.xml	other	miscellaneous
16-124	Það var hlaða	Hlaða	wording	NA	texti025.xml	style	wording
16-125	notepad	Notepad	lower4upper-proper	125-1	texti025.xml	orthography	capitalization
16-125	notepad	Notepad	foreign-error	125-1	texti025.xml	orthography	foreign
16-126	NA	.	missing-period	NA	texti025.xml	orthography	punctuation
16-127	Opnað var	Opna	new-passive	NA	texti025.xml	grammar	syntax
16-128	NA	„	missing-quots	128-1	texti025.xml	orthography	punctuation
16-129	NA	“	dep	128-1	texti025.xml	other	miscellaneous
16-130	notepand	Notepad	lower4upper-proper	130-1	texti025.xml	orthography	capitalization
16-130	notepand	Notepad	extra-letter	130-1	texti025.xml	orthography	typo
16-130	notepand	Notepad	foreign-error	130-1	texti025.xml	orthography	foreign
16-131	Þessi skrá var stillt eftir myndir	Breyta skránni skv. myndum	nominal-inflection	131-1	texti025.xml	grammar	inflection
16-131	Þessi skrá var stillt eftir myndir	Breyta skránni skv. myndum	case-prep	131-1	texti025.xml	grammar	case
16-131	Þessi skrá var stillt eftir myndir	Breyta skránni skv. myndum	wording	131-2	texti025.xml	style	wording
16-132	NA	„	missing-quots	132-1	texti025.xml	orthography	punctuation
16-133	Síðan Var start mælingum 15. það var resetað	“ . Þá er hægt að hefja mælingar en búnaðinn þarf að endurræsa	dep	132-1	texti025.xml	other	miscellaneous
16-133	Síðan Var start mælingum 15. það var resetað	“ . Þá er hægt að hefja mælingar en búnaðinn þarf að endurræsa	conjunction4period	133-1	texti025.xml	orthography	punctuation
16-133	Síðan Var start mælingum 15. það var resetað	“ . Þá er hægt að hefja mælingar en búnaðinn þarf að endurræsa	wording	133-2	texti025.xml	style	wording
16-134	mæligu	mælingu	missing-letter	134-1	texti025.xml	orthography	typo
16-134	mæligu	mælingu	nonword	134-1	texti025.xml	orthography	nonword
16-135	eftir breytingu skránni	skráarbreytingu	extra-prep	135-1	texti025.xml	grammar	prep
16-135	eftir breytingu skránni	skráarbreytingu	wording	135-2	texti025.xml	style	wording
16-136	Notepand	Notepad	extra-letter	136-1	texti025.xml	orthography	typo
16-136	Notepand	Notepad	foreign-error	136-1	texti025.xml	orthography	foreign
16-137	samburðar	samanburðar	missing-letters	NA	texti025.xml	orthography	typo
16-138	raddaði púlsmælir	reddaði púlsmæli	letter-rep	138-1	texti025.xml	orthography	typo
16-138	raddaði púlsmælir	reddaði púlsmæli	nominal-inflection	138-2	texti025.xml	grammar	inflection
16-138	raddaði púlsmælir	reddaði púlsmæli	case-verb	138-2	texti025.xml	grammar	case
16-139	NA	að	missing-conjunction	NA	texti025.xml	orthography	punctuation
16-140	hann	NA	extra-sub	NA	texti025.xml	grammar	syntax
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	missing-letters	141-1	texti025.xml	orthography	typo
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	extra-conjunction	141-2	texti025.xml	orthography	punctuation
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	missing-prep	141-3	texti025.xml	grammar	prep
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	extra-letter	141-4	texti025.xml	orthography	typo
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	nonword	141-4	texti025.xml	orthography	nonword
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	wording	141-5	texti025.xml	style	wording
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	extra-conjunction	141-6	texti025.xml	orthography	punctuation
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	swapped-letters	141-7	texti025.xml	orthography	typo
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	nonword	141-7	texti025.xml	orthography	nonword
16-141	samburðar sem radarainn mælir og púslmælirinn	samanburðar við mælingar radarsins	extra-word	141-7	texti025.xml	vocabulary	insertion
16-142	náðis tengjs	tókst að tengjast	missing-letter	142-1	texti025.xml	orthography	typo
16-142	náðis tengjs	tókst að tengjast	nonword	142-1	texti025.xml	orthography	nonword
16-142	náðis tengjs	tókst að tengjast	wording	142-1	texti025.xml	style	wording
16-142	náðis tengjs	tókst að tengjast	missing-inf-part	142-2	texti025.xml	grammar	syntax
16-142	náðis tengjs	tókst að tengjast	missing-letters	142-3	texti025.xml	orthography	typo
16-142	náðis tengjs	tókst að tengjast	nonword	142-3	texti025.xml	orthography	nonword
16-143	NA	í	missing-prep	NA	texti025.xml	grammar	prep
16-144	gengum	gegnum	swapped-letters	NA	texti025.xml	orthography	typo
16-145	náðis	tókst hins vegar	missing-letter	145-1	texti025.xml	orthography	typo
16-145	náðis	tókst hins vegar	nonword	145-1	texti025.xml	orthography	nonword
16-145	náðis	tókst hins vegar	wording	145-1	texti025.xml	style	wording
16-145	náðis	tókst hins vegar	missing-words	145-2	texti025.xml	vocabulary	omission
16-146	láta mælirinn tengjas	að tengja mælinn	missing-inf-part	146-1	texti025.xml	grammar	syntax
16-146	láta mælirinn tengjas	að tengja mælinn	wording	146-2	texti025.xml	style	wording
16-146	láta mælirinn tengjas	að tengja mælinn	nominal-inflection	146-3	texti025.xml	grammar	inflection
16-146	láta mælirinn tengjas	að tengja mælinn	case-verb	146-3	texti025.xml	grammar	case
16-147	tengst forrit	tengjast forritinu	missing-letters	147-1	texti025.xml	orthography	typo
16-147	tengst forrit	tengjast forritinu	nominal-inflection	147-2	texti025.xml	grammar	inflection
16-147	tengst forrit	tengjast forritinu	case-verb	147-2	texti025.xml	grammar	case
16-147	tengst forrit	tengjast forritinu	ind4def	147-2	texti025.xml	grammar	definitiveness
16-148	átti sjá	áttu að sjást	agreement	148-1	texti025.xml	grammar	agreement
16-148	átti sjá	áttu að sjást	missing-inf-part	148-2	texti025.xml	grammar	syntax
16-148	átti sjá	áttu að sjást	act4mid	148-3	texti025.xml	grammar	voice
16-149	á púlsnum	fyrir hvern púls	wording	NA	texti025.xml	style	wording
16-150	virka	það virkaði	missing-sub	150-1	texti025.xml	grammar	syntax
16-150	virka	það virkaði	verb-inflection	150-2	texti025.xml	grammar	inflection
16-150b	Pófun	Prófun	missing-letter	150b-1	texti025.xml	orthography	typo
16-150b	Pófun	Prófun	nonword	150b-1	texti025.xml	orthography	nonword
16-151	Ákveiði	Ákveðið var	extra-letter	151-1	texti025.xml	orthography	typo
16-151	Ákveiði	Ákveðið var	missing-letter	151-1	texti025.xml	orthography	typo
16-151	Ákveiði	Ákveðið var	nonword	151-1	texti025.xml	orthography	nonword
16-151	Ákveiði	Ákveðið var	missing-fin-verb	151-2	texti025.xml	grammar	syntax
16-152	prófarnir	prófanir	extra-letter	152-1	texti025.xml	orthography	typo
16-152	prófarnir	prófanir	nonword	152-1	texti025.xml	orthography	nonword
16-153	andadrætti	andardrætti	compound-collocation	NA	texti025.xml	orthography	nonword
16-154	finna	að sækja	missing-inf-part	154-1	texti025.xml	grammar	syntax
16-154	finna	að sækja	wording	154-2	texti025.xml	style	wording
16-155	NA	„	missing-quots	155-1	texti025.xml	orthography	punctuation
16-156	inderval Timer inn	interval timer “	letter-rep	156-1	texti025.xml	orthography	typo
16-156	inderval Timer inn	interval timer “	foreign-error	156-1	texti025.xml	orthography	foreign
16-156	inderval Timer inn	interval timer “	upper4lower-common	156-2	texti025.xml	orthography	capitalization
16-156	inderval Timer inn	interval timer “	foreign-error	156-2	texti025.xml	orthography	foreign
16-156	inderval Timer inn	interval timer “	extra-word	156-3	texti025.xml	vocabulary	insertion
16-156	inderval Timer inn	interval timer “	dep	155-1	texti025.xml	other	miscellaneous
16-157	youtable	YouTube	lower4upper-proper	157-1	texti025.xml	orthography	capitalization
16-157	youtable	YouTube	foreign-name	157-1	texti025.xml	orthography	foreign
16-157	youtable	YouTube	nonword	157-1	texti025.xml	orthography	nonword
16-158	Það	Gætt	wording	158-1	texti025.xml	style	wording
16-159	passa	að því	dep	158-1	texti025.xml	other	miscellaneous
16-160	radarin sé	radarinn væri	n4nn	160-1	texti025.xml	orthography	spelling
16-160	radarin sé	radarinn væri	nonword	160-1	texti025.xml	orthography	nonword
16-160	radarin sé	radarinn væri	pres4past	160-2	texti025.xml	grammar	tense
16-161	mót brjóstkassnum	á móti brjóstkassanum	missing-prep	161-1	texti025.xml	grammar	prep
16-161	mót brjóstkassnum	á móti brjóstkassanum	wrong-prep	161-2	texti025.xml	grammar	prep
16-161	mót brjóstkassnum	á móti brjóstkassanum	missing-letter	161-3	texti025.xml	orthography	typo
16-161	mót brjóstkassnum	á móti brjóstkassanum	nonword	161-3	texti025.xml	orthography	nonword
16-162	var startað mælinguni var haldið	mælingin hófst þurfti að halda	wording	162-1	texti025.xml	style	wording
16-162	var startað mælinguni var haldið	mælingin hófst þurfti að halda	wording	162-2	texti025.xml	style	wording
16-163	andnum	andanum	missing-letter	163-1	texti025.xml	orthography	typo
16-163	andnum	andanum	nonword	163-1	texti025.xml	orthography	nonword
16-164	radar byrjar	en radarinn byrjaði	missing-conjunction	164-1	texti025.xml	orthography	punctuation
16-164	radar byrjar	en radarinn byrjaði	ind4def	164-2	texti025.xml	grammar	definitiveness
16-164	radar byrjar	en radarinn byrjaði	pres4past	164-3	texti025.xml	grammar	tense
16-165	. Til	til	extra-period	NA	texti025.xml	orthography	punctuation
16-166	kvaðra mælirinn í upphafi	kvarða hann	swapped-letters	166-1	texti025.xml	orthography	typo
16-166	kvaðra mælirinn í upphafi	kvarða hann	nonword	166-1	texti025.xml	orthography	nonword
16-166	kvaðra mælirinn í upphafi	kvarða hann	nominal-inflection	166-2	texti025.xml	grammar	inflection
16-166	kvaðra mælirinn í upphafi	kvarða hann	case-verb	166-2	texti025.xml	grammar	case
16-166	kvaðra mælirinn í upphafi	kvarða hann	noun4pro	166-2	texti025.xml	coherence	pro
16-166	kvaðra mælirinn í upphafi	kvarða hann	extra-prep	166-3	texti025.xml	grammar	prep
16-166	kvaðra mælirinn í upphafi	kvarða hann	extra-word	166-4	texti025.xml	vocabulary	insertion
16-167	NA	hann	missing-sub	NA	texti025.xml	grammar	syntax
16-168	mæli andadráttinn	mæla andardráttinn	verb-inflection	168-1	texti025.xml	grammar	inflection
16-168	mæli andadráttinn	mæla andardráttinn	compound-collocation	168-2	texti025.xml	orthography	nonword
16-169	það	þá	extra-word	169-1	texti025.xml	vocabulary	insertion
16-169	það	þá	missing-word	169-2	texti025.xml	vocabulary	omission
16-170	milli bili	millibili	split-word	NA	texti025.xml	orthography	spacing
16-171	þetta	NA	extra-word	NA	texti025.xml	vocabulary	insertion
16-172	að prófa	prófað	verb-inflection	NA	texti025.xml	grammar	inflection
16-173	stillgu á	stillingunni „	missing-letters	173-1	texti025.xml	orthography	typo
16-173	stillgu á	stillingunni „	ind4def	173-1	texti025.xml	grammar	definitiveness
16-173	stillgu á	stillingunni „	nonword	173-1	texti025.xml	orthography	nonword
16-173	stillgu á	stillingunni „	extra-prep	173-2	texti025.xml	grammar	prep
16-173	stillgu á	stillingunni „	missing-quots	173-3	texti025.xml	orthography	punctuation
16-174	NA	“ ,	dep	173-3	texti025.xml	other	miscellaneous
16-174	NA	“ ,	missing-commas	174-1	texti025.xml	orthography	punctuation
16-175	hærri	í hærra	missing-prep	NA	texti025.xml	grammar	prep
16-176	legra	lægra	letter-rep	176-1	texti025.xml	orthography	typo
16-176	legra	lægra	nonword	176-1	texti025.xml	orthography	nonword
16-177	NA	,	dep	174-1	texti025.xml	other	miscellaneous
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	verb-inflection	178-1	texti025.xml	grammar	inflection
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	missing-prep	178-2	texti025.xml	grammar	prep
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	missing-letter	178-3	texti025.xml	orthography	typo
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	context	178-4	texti025.xml	vocabulary	lexical
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	ind4def	178-4	texti025.xml	grammar	definitiveness
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	ind4sub-conj	178-5	texti025.xml	grammar	mood
16-178	fylgjast hvor sveipa verður	fylgst með hvort sveiflan yrði	pres4past	178-5	texti025.xml	grammar	tense
16-179	NA	að	missing-conjunction	NA	texti025.xml	orthography	punctuation
16-180	NA	þetta	missing-obj	NA	texti025.xml	grammar	syntax
16-181	gildi	gildum	nominal-inflection	181-1	texti025.xml	grammar	inflection
16-181	gildi	gildum	case-prep	181-1	texti025.xml	grammar	case
16-182	NA	kom fram	missing-fin-verb	182-1	texti025.xml	grammar	syntax
16-182	NA	kom fram	missing-word	182-2	texti025.xml	vocabulary	omission
16-183	NA	„	missing-quots	183-1	texti025.xml	orthography	punctuation
16-184	er	“ var í	dep	183-1	texti025.xml	other	miscellaneous
16-184	er	“ var í	pres4past	183-2	texti025.xml	grammar	tense
16-184	er	“ var í	missing-prep	183-3	texti025.xml	grammar	prep
16-185	En það kemur	Þó komu	extra-conjunction	185-1	texti025.xml	orthography	punctuation
16-185	En það kemur	Þó komu	period-plus-conjunction	185-1	texti025.xml	orthography	punctuation
16-185	En það kemur	Þó komu	extra-word	185-2	texti025.xml	vocabulary	insertion
16-185	En það kemur	Þó komu	missing-word	185-3	texti025.xml	vocabulary	omission
16-185	En það kemur	Þó komu	agreement	185-4	texti025.xml	grammar	agreement
16-186	yfirsveiplur skpti ekki máli hvað	yfirsveiflur sama hvernig „	letter-rep	186-1	texti025.xml	orthography	typo
16-186	yfirsveiplur skpti ekki máli hvað	yfirsveiflur sama hvernig „	pronun-writing	186-1	texti025.xml	orthography	spelling
16-186	yfirsveiplur skpti ekki máli hvað	yfirsveiflur sama hvernig „	nonword	186-1	texti025.xml	orthography	nonword
16-186	yfirsveiplur skpti ekki máli hvað	yfirsveiflur sama hvernig „	wording	186-2	texti025.xml	style	wording
16-186	yfirsveiplur skpti ekki máli hvað	yfirsveiflur sama hvernig „	missing-quots	186-3	texti025.xml	orthography	punctuation
16-187	NA	“	dep	186-3	texti025.xml	other	miscellaneous
16-188	NA	stillt	missing-word	NA	texti025.xml	vocabulary	omission
16-189	yfirsveilur	yfirsveiflur	missing-letter	189-1	texti025.xml	orthography	typo
16-189	yfirsveilur	yfirsveiflur	nonword	189-1	texti025.xml	orthography	nonword
16-190	koma	birtast	wording	NA	texti025.xml	style	wording
16-191	stutttan tím a	stuttan tíma	extra-letter	191-1	texti025.xml	orthography	typo
16-191	stutttan tím a	stuttan tíma	nonword	191-1	texti025.xml	orthography	nonword
16-191	stutttan tím a	stuttan tíma	split-word	191-2	texti025.xml	orthography	spacing
16-192	fara	hverfa svo	wording	192-1	texti025.xml	style	wording
16-192	fara	hverfa svo	extra-word	192-2	texti025.xml	vocabulary	insertion
16-193	6.5 2021	6.5.2021	extra-space	NA	texti025.xml	orthography	spacing
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	lower4upper-initial	194-1	texti025.xml	orthography	capitalization
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	missing-inf-part	194-2	texti025.xml	grammar	syntax
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	extra-accent	194-3	texti025.xml	orthography	typo
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	nonword	194-3	texti025.xml	orthography	nonword
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	wording	194-4	texti025.xml	style	wording
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	compound-collocation	194-5	texti025.xml	orthography	nonword
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	split-compound	194-5	texti025.xml	orthography	spacing
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	wording	194-5	texti025.xml	style	wording
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	missing-letter	194-6	texti025.xml	orthography	typo
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	nonword	194-6	texti025.xml	orthography	nonword
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	ind4def	194-6	texti025.xml	grammar	definitiveness
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	missing-conjunction	194-7	texti025.xml	orthography	punctuation
16-194	það var byrjað skoða áftur andardrátta mæligar skoða	Aftur voru öndunarmælingarnar skoðaðar til að sjá	wording	194-8	texti025.xml	style	wording
16-195	sé	sínussveiflan passaði	dep	196-1	texti025.xml	other	miscellaneous
16-195	sé	sínussveiflan passaði	dep	196-2	texti025.xml	other	miscellaneous
16-196	rétti sínus sveiplu og passar	NA	wording	196-1	texti025.xml	style	wording
16-196	rétti sínus sveiplu og passar	NA	split-compound	196-2	texti025.xml	orthography	spacing
16-196	rétti sínus sveiplu og passar	NA	letter-rep	196-2	texti025.xml	orthography	typo
16-196	rétti sínus sveiplu og passar	NA	pronun-writing	196-2	texti025.xml	orthography	spelling
16-196	rétti sínus sveiplu og passar	NA	nonword	196-2	texti025.xml	orthography	nonword
16-196	rétti sínus sveiplu og passar	NA	extra-conjunction	196-3	texti025.xml	orthography	punctuation
16-196	rétti sínus sveiplu og passar	NA	extra-fin-verb	196-4	texti025.xml	grammar	syntax
16-197	andadráttin	andardráttinn	compound-collocation	197-1	texti025.xml	orthography	nonword
16-197	andadráttin	andardráttinn	n4nn	197-1	texti025.xml	orthography	spelling
16-197	andadráttin	andardráttinn	nonword	197-1	texti025.xml	orthography	nonword
16-198	var líka skoða niðurstöðan	voru skoðaðar niðurstöðurnar	agreement	198-1	texti025.xml	grammar	agreement
16-198	var líka skoða niðurstöðan	voru skoðaðar niðurstöðurnar	extra-word	198-2	texti025.xml	vocabulary	insertion
16-198	var líka skoða niðurstöðan	voru skoðaðar niðurstöðurnar	agreement-pred	198-3	texti025.xml	grammar	agreement
16-198	var líka skoða niðurstöðan	voru skoðaðar niðurstöðurnar	letter-rep	198-4	texti025.xml	orthography	typo
16-198	var líka skoða niðurstöðan	voru skoðaðar niðurstöðurnar	singular4plural	198-4	texti025.xml	vocabulary	semantic
16-198	var líka skoða niðurstöðan	voru skoðaðar niðurstöðurnar	nonword	198-4	texti025.xml	orthography	nonword
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	split-compound	199-1	texti025.xml	orthography	spacing
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	missing-letter	199-2	texti025.xml	orthography	typo
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	nonword	199-2	texti025.xml	orthography	nonword
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	extra-period	199-3	texti025.xml	orthography	punctuation
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	period-plus-conjunction	199-3	texti025.xml	orthography	punctuation
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	missing-sub	199-4	texti025.xml	grammar	syntax
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	agreement	199-5	texti025.xml	grammar	agreement
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	missing-letter	199-6	texti025.xml	orthography	typo
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	nonword	199-6	texti025.xml	orthography	nonword
16-199	hjartsláttinn mæligunni . En var alltf og	hjartsláttarmælingunni en þær voru alltaf	extra-conjunction	199-7	texti025.xml	orthography	punctuation
16-200	miða	miðað	missing-letter	NA	texti025.xml	orthography	typo
16-201	púls mælirinn	púlsmælinn	split-compound	201-1	texti025.xml	orthography	spacing
16-201	púls mælirinn	púlsmælinn	nominal-inflection	201-2	texti025.xml	grammar	inflection
16-201	púls mælirinn	púlsmælinn	case-prep	201-2	texti025.xml	grammar	case
16-202	er notnaður	var notaður	pres4past	202-1	texti025.xml	grammar	tense
16-202	er notnaður	var notaður	extra-letter	202-2	texti025.xml	orthography	typo
16-202	er notnaður	var notaður	nonword	202-2	texti025.xml	orthography	nonword
